16.75
15.73
14.73
16.60
16.31
15.54
14.91
14.89
13.18
12.41
12.41
13.02
15.31
16.89
16.77
16.61
16.35
15.10
16.78
16.70
16.01
16.61
15.20
13.73
14.29
13.80
13.82
15.23
16.19
16.76
16.89
15.90
16.49
15.93
16.55
15.85
16.10
16.70
16.11
9.82
11.11
10.27
12.51
109.07
103.64
122.80
132.32
132.72
113.24
103.72
114.64
123.26
114.99
113.83
116.97
110.22
112.83
109.55
110.77
107.87
110.69
119.33
125.45
119.75
110.34
102.62
113.36
112.86
111.71
109.06
109.49
112.96
116.05
108.47
102.25
102.56
102.92
107.93
111.28
111.60
109.08
107.79
110.76
108.12
108.90
107.48
107.76
109.54
111.80
106.77
101.61
